FID,FID_,Species,Name,Width,Length,Height,Transect,QN,QL,X,Y,Notes,sp_simp,Type,easting,northing,ID,MapID
455,457,ephedra, ,72,80,55,6,1,L,495,640, ,ephedra,shrub,622570.327000000048429,3849135.992000000085682,0,0
456,458,eri.fas, ,36,44,35,6,1,L,565,625, ,eri.fas,shrub,622571.027000000001863,3849135.842000000178814,0,0
457,459,u3, ,40,41,36,6,1,L,710,595, ,u3,shrub,622572.488906000042334,3849135.938879999797791,0,0
458,460,cyl.ech, ,44,53,56,6,1,L,860,730, ,cyl.ech,cactus,622574.003458000021055,3849137.454239999875426,0,0
459,461,u3, ,75,83,50,6,1,L,825,530, ,u3,shrub,622573.626999999978580,3849136.441999999806285,0,0
460,462,lar.tri, ,300,337,275,6,1,L,825,610, ,lar.tri,shrub,622573.626999999978580,3849135.691999999806285,0,0
461,463,u3, ,48,63,38,6,1,L,810,520, ,u3,shrub,622573.476999999955297,3849134.791999999899417,0,0
462,464,u3, ,53,70,43,6,1,L,745,415, ,u3,shrub,622572.827000000048429,3849133.742000000085682,0,0
463,465,cyl.ram, ,130,102,105,6,1,L,850,310, ,cyl.ram,cactus,622573.876999999978580,3849132.691999999806285,0,0
464,466,u3, ,40,40,47,6,1,L,850,415, ,u3,shrub,622573.876999999978580,3849133.742000000085682,0,0
465,0,u3, ,33,25,31,6,0, ,0,0, ,u3,shrub,622566.911165999947116,3849068.744280000217259,0,0
466,0,u3, ,58,38,37,0,0, ,0,0, ,u3,shrub,622566.690539999981411,3849067.433040000032634,0,0
467,0,u3, ,13,12,15,0,0, ,0,0, ,u3,shrub,622571.313500000047497,3849086.382819999940693,0,0
468,0,PG, ,18,10,15,0,0, ,0,0, ,PG,shrub,622570.220118000055663,3849094.686180000193417,0,0
469,0,kra.ere, ,145,85,32,0,0, ,0,0, ,kar.ere,shrub,622569.547000000020489,3849122.025679999962449,0,0
470,0,eri.fas, ,17,15,15,0,0, ,0,0, ,eri.fas,shrub,622570.031258999952115,3849119.221429999917746,0,0
471,0,cyl.ech, ,40,52,53,0,0, ,0,0, ,cyl.ech,cactus,622563.885637999977916,3849126.196920000016689,0,0
472,0,u3, ,70,50,46,0,0, ,0,0, ,u3,shrub,622565.631890999968164,3849127.228800000157207,0,0
473,0,u3, ,90,50,55,0,0, ,0,0, ,u3,shrub,622562.668551999959163,3849127.215570000000298,0,0
474,0,eri.fas, ,43,24,40,0,0, ,0,0, ,eri.fas,shrub,622557.271041000029072,3849136.954899999778718,0,0
475,0,cyl.ram, ,14,10,24,0,0, ,0,0, ,cyl.ram,cactus,622575.075701000052504,3849130.916929999832064,0,0
476,0,eri.fas, ,12,12,16,0,0, ,0,0, ,eri.fas,shrub,622566.468981000012718,3849092.616030000150204,0,0
477,0,ephedra, ,48,51,52,5,8,R,0,0, ,ephedra,shrub,622540.900000000023283,3849137.450000000186265,1,0
478,1,PG, ,79,115,65,5,8,R,0,0, ,PG,shrub,622541.250000000000000,3849138.200000000186265,2,0
479,2,s.mexicana, ,56,66,50,5,8,R,0,0, ,sal.mex,shrub,622541.128000000026077,3849140.861250000074506,3,0
480,3,amb.sal, ,73,67,57,5,8,R,0,0, ,amb.sal,shrub,622541.978000000002794,3849141.251250000204891,4,0
481,4,men.spi, ,46,36,27,5,8,R,0,0, ,men.spi,shrub,622540.650000000023283,3849142.600000000093132,5,0
482,0,u3, ,76,30,40,0,0, ,0,0, ,u3,shrub,622540.900000000023283,3849143.200000000186265,0,0
483,5,u3, ,44,27,40,5,8,R,0,0, ,u3,shrub,622540.599999999976717,3849143.600000000093132,6,0
484,6,tha.mon, ,89,70,44,5,8,R,0,0, ,tha.mon,shrub,622540.199999999953434,3849143.299999999813735,7,0
485,7,u3, ,44,27,40,5,8,R,0,0, ,u3,shrub,622540.599999999976717,3849143.600000000093132,8,0
486,8,tha.mon, ,70,71,37,5,8,R,0,0, ,tha.mon,shrub,622540.099999999976717,3849144.950000000186265,9,0
487,9,PG, ,153,115,106,5,8,R,0,0, ,PG,shrub,622539.550000000046566,3849145.149999999906868,10,0
488,10,ephedra, ,73,60,48,5,8,R,0,0, ,ephedra,shrub,622540.250000000000000,3849145.700000000186265,11,0
489,11,amb.sal, ,88,76,60,5,8,R,0,0, ,amb.sal,shrub,622542.099999999976717,3849144.200000000186265,12,0
490,12,amb.sal, ,46,31,45,5,8,R,0,0, ,amb.sal,shrub,622542.699999999953434,3849144.600000000093132,13,0
491,13,amb.sal, ,51,40,51,5,8,R,0,0, ,amb.sal,shrub,622543.099999999976717,3849142.100000000093132,14,0
492,14,u3, ,40,47,38,5,8,R,0,0, ,u3,shrub,622543.099999999976717,3849145.000000000000000,15,0
493,15,ephedra, ,93,62,37,5,8,R,0,0, ,ephedra,shrub,622542.900000000023283,3849143.000000000000000,16,0
494,16,u3, ,41,40,47,5,8,R,0,0, ,u3,shrub,622544.349999999976717,3849142.000000000000000,17,0
495,17,u3, ,80,57,45,5,8,R,0,0, ,u3,shrub,622544.400000000023283,3849143.100000000093132,18,0
496,18,tha.mon, ,54,50,40,5,8,R,0,0,total overlap w/ 20,tha.mon,shrub,622544.503968999953941,3849144.765500000212342,19,0
497,20,cyl.ech, ,65,64,50,5,8,R,0,0, ,cyl.ech,cactus,622544.699999999953434,3849145.600000000093132,21,0
498,21,u3, ,45,33,30,5,8,R,0,0, ,u3,shrub,622543.900000000023283,3849145.049999999813735,22,0
499,22,lar.tri, ,350,468,254,5,8,R,0,0, ,lar.tri,shrub,622547.199999999953434,3849145.100000000093132,23,0
500,23,u3, ,38,43,30,5,8,R,0,0, ,u3,shrub,622548.250000000000000,3849143.100000000093132,24,0
501,24,u3, ,23,34,17,5,8,R,0,0, ,u3,shrub,622548.050000000046566,3849143.649999999906868,25,0
502,25,ephedra, ,100,64,53,5,8,R,0,0, ,ephedra,shrub,622549.300000000046566,3849142.250000000000000,26,0
503,26,cyl.ech, ,40,34,55,5,8,R,0,0, ,cyl.ech,cactus,622549.199999999953434,3849142.049999999813735,27,0
504,27,u3, ,25,14,44,5,8,R,0,0, ,u3,shrub,622548.050000000046566,3849141.899999999906868,28,0
505,28,eri.coo, ,50,32,50,5,8,R,0,0,looks like u3 but more dense,eri.coo,shrub,622548.250000000000000,3849141.299999999813735,29,0
506,29,u3, ,40,37,41,5,8,R,0,0, ,u3,shrub,622547.099999999976717,3849140.899999999906868,30,0
507,30,u3, ,68,62,42,5,8,R,0,0, ,u3,shrub,622547.150000000023283,3849140.299999999813735,31,0
508,31,u3, ,45,27,50,5,8,R,0,0, ,u3,shrub,622547.150000000023283,3849139.600000000093132,32,0
509,32,tha.mon, ,69,55,34,5,8,R,0,0, ,tha.mon,shrub,622549.000000000000000,3849138.700000000186265,33,0
510,33,cyl.ram, ,9,5,26,5,8,R,0,0, ,cyl.ram,cactus,622549.050000000046566,3849138.649999999906868,34,0
511,34,lar.tri, ,340,420,230,5,8,R,0,0, ,lar.tri,shrub,622548.199999999953434,3849138.100000000093132,35,0
512,35,ephedra, ,105,110,70,5,8,R,0,0, ,ephedra,shrub,622548.199999999953434,3849138.100000000093132,36,0
513,36,u3, ,64,30,18,5,8,R,0,0, ,u3,shrub,622548.650000000023283,3849138.850000000093132,37,0
514,37,u3, ,29,34,45,5,8,R,0,0, ,u3,shrub,622545.500000000000000,3849137.750000000000000,38,0
515,38,yuc.sch, ,66,63,65,5,8,R,0,0, ,yuc.sch,yucca,622545.199999999953434,3849136.700000000186265,39,0
516,39,men.spi, ,25,25,18,5,8,R,0,0, ,men.spi,shrub,622545.099999999976717,3849139.350000000093132,40,0
517,40,u3, ,68,56,35,5,8,R,0,0,*may be in T6,u3,shrub,622544.050000000046566,3849136.700000000186265,41,0
518,42,eri.fas, ,57,38,32,5,8,L,0,0, ,eri.fas,shrub,622553.250000000000000,3849139.899999999906868,43,0
519,43,ephedra, ,104,72,70,5,8,L,0,0, ,ephedra,shrub,622551.650000000023283,3849138.049999999813735,44,0
520,44,tha.mon, ,82,55,46,5,8,L,0,0, ,tha.mon,shrub,622551.650000000023283,3849138.350000000093132,45,0
521,45,ephedra, ,84,47,41,5,8,L,0,0, ,ephedra,shrub,622552.099999999976717,3849139.549999999813735,46,0
522,46,ephedra, ,80,82,50,5,8,L,0,0, ,ephedra,shrub,622549.849999999976717,3849140.600000000093132,47,0
523,47,ephedra, ,135,105,75,5,8,L,0,0, ,ephedra,shrub,622549.550000000046566,3849143.000000000000000,48,0
524,48,cyl.ech, ,19,17,43,5,8,L,0,0, ,cyl.ech,cactus,622550.000000000000000,3849143.149999999906868,49,0
525,49,u3, ,72,33,59,5,8,L,0,0, ,u3,shrub,622549.849999999976717,3849143.549999999813735,50,0
526,50,u3, ,39,43,31,5,8,L,0,0, ,u3,shrub,622550.250000000000000,3849144.399999999906868,51,0
527,51,u3, ,29,25,42,5,8,L,0,0, ,u3,shrub,622550.300000000046566,3849145.350000000093132,52,0
528,52,yuc.sch, ,220,180,175,5,8,L,0,0, ,yuc.sch,yucca,622551.250000000000000,3849145.450000000186265,53,0
529,53,u3, ,23,36,36,5,8,L,0,0, ,u3,shrub,622549.599999999976717,3849146.000000000000000,54,0
530,54,u3, ,45,53,30,5,8,L,0,0, ,u3,shrub,622549.900000000023283,3849146.049999999813735,55,0
531,55,u3, ,45,30,33,5,8,L,0,0, ,u3,shrub,622552.000000000000000,3849146.149999999906868,56,0
532,56,u3, ,46,46,40,5,8,L,0,0, ,u3,shrub,622552.349999999976717,3849145.350000000093132,57,0
533,57,u3, ,46,61,50,5,8,L,0,0, ,u3,shrub,622552.849999999976717,3849144.750000000000000,58,0
534,58,u3, ,60,43,43,5,8,L,0,0, ,u3,shrub,622553.050000000046566,3849145.500000000000000,59,0
535,59,u3, ,70,55,52,5,8,L,0,0, ,u3,shrub,622555.500000000000000,3849144.899999999906868,60,0
536,0,u4, ,40,30,40,0,0, ,0,0, ,u4,shrub,622555.500000000000000,3849143.750000000000000,0,0
537,60,u3, ,15,29,33,5,8,L,0,0, ,u3,shrub,622553.000000000000000,3849145.700000000186265,61,0
538,61,lar.tri, ,375,277,185,5,8,L,0,0, ,lar.tri,shrub,622554.449999999953434,3849143.250000000000000,62,0
539,62,amb.sal, ,57,56,44,5,8,L,0,0, ,amb.sal,shrub,622556.800000000046566,3849145.149999999906868,63,0
540,63,u3, ,50,56,44,5,8,L,0,0, ,u3,shrub,622557.250000000000000,3849146.500000000000000,64,0
541,64,tha.mon, ,57,40,34,5,8,L,0,0, ,tha.mon,shrub,622557.750000000000000,3849145.750000000000000,65,0
542,65,u3, ,58,62,35,5,8,L,0,0, ,u3,shrub,622558.500000000000000,3849143.649999999906868,66,0
543,66,men.spi, ,35,23,24,5,8,L,0,0, ,men.spi,shrub,622556.550000000046566,3849142.350000000093132,67,0
544,67,ephedra, ,84,120,69,5,8,L,0,0, ,ephedra,shrub,622558.650000000023283,3849140.549999999813735,68,0
545,68,ephedra, ,73,45,44,5,8,L,0,0, ,ephedra,shrub,622559.000000000000000,3849139.049999999813735,69,0
546,69,ephedra, ,79,76,52,5,8,L,0,0, ,ephedra,shrub,622559.400000000023283,3849139.450000000186265,70,0
547,70,ephedra, ,123,100,52,5,8,L,0,0, ,ephedra,shrub,622557.650000000023283,3849139.850000000093132,71,0
548,71,u3, ,74,60,43,5,8,L,0,0, ,u3,shrub,622559.199999999953434,3849138.049999999813735,72,0
549,72,lar.tri, ,68,74,68,5,8,L,0,0, ,lar.tri,shrub,622557.349999999976717,3849137.750000000000000,73,0
550,73,tha.mon, ,53,64,42,5,8,L,0,0, ,tha.mon,shrub,622557.150000000023283,3849138.799999999813735,74,0
551,74,u3, ,48,26,30,5,8,L,0,0, ,u3,shrub,622556.949999999953434,3849138.799999999813735,75,0
552,75,tha.mon, ,67,50,40,5,8,L,0,0, ,tha.mon,shrub,622556.599999999976717,3849138.000000000000000,76,0
553,76,tha.mon, ,80,55,48,5,8,L,0,0, ,tha.mon,shrub,622555.599999999976717,3849136.950000000186265,77,0
554,78,amb.sal, ,45,57,53,5,7,R,0,0, ,amb.sal,shrub,622542.150000000023283,3849147.450000000186265,79,0
555,79,PG, ,135,97,78,5,7,R,0,0, ,PG,shrub,622540.849999999976717,3849147.149999999906868,80,0
556,80,tha.mon, ,35,25,45,5,7,R,0,0, ,tha.mon,shrub,622543.949999999953434,3849146.899999999906868,81,0
557,81,sal.mex, ,43,31,47,5,7,R,0,0, ,sal.mex,shrub,622543.550000000046566,3849146.950000000186265,82,0
558,82,cyl.ech, ,25,31,36,5,7,R,0,0, ,cyl.ech,cactus,622542.250000000000000,3849147.799999999813735,83,0
559,83,amb.sal, ,26,18,35,5,7,R,0,0, ,amb.sal,shrub,622541.150000000023283,3849146.700000000186265,84,0
560,84,amb.sal, ,130,115,67,5,7,R,0,0, ,amb.sal,shrub,622540.500000000000000,3849148.299999999813735,85,0
561,85,u3, ,36,43,34,5,7,R,0,0, ,u3,shrub,622542.699999999953434,3849149.899999999906868,86,0
562,86,u3, ,22,35,28,5,7,R,0,0, ,u3,shrub,622541.949999999953434,3849150.899999999906868,87,0
563,87,u3, ,40,29,39,5,7,R,0,0, ,u3,shrub,622541.849999999976717,3849149.799999999813735,88,0
564,88,u3, ,45,24,43,5,7,R,0,0, ,u3,shrub,622541.750000000000000,3849149.549999999813735,89,0
565,89,u3, ,45,24,43,5,7,R,0,0, ,u3,shrub,622541.449999999953434,3849149.549999999813735,90,0
566,90,amb.sal, ,94,74,73,5,7,R,0,0, ,amb.sal,shrub,622540.900000000023283,3849150.149999999906868,91,0
567,91,u3, ,37,30,39,5,7,R,0,0, ,u3,shrub,622540.900000000023283,3849149.549999999813735,92,0
568,92,u3, ,34,25,29,5,7,R,0,0, ,u3,shrub,622540.326187000027858,3849149.541999999899417,93,0
569,93,u3, ,47,32,27,5,7,R,0,0, ,u3,shrub,622539.800000000046566,3849150.049999999813735,94,0
570,94,u3, ,30,34,35,5,7,R,0,0, ,u3,shrub,622541.250000000000000,3849151.799999999813735,95,0
571,95,u3, ,40,26,24,5,7,R,0,0, ,u3,shrub,622541.000000000000000,3849152.200000000186265,96,0
572,96,men.spi, ,78,78,53,5,7,R,0,0, ,men.spi,shrub,622542.400000000023283,3849152.649999999906868,97,0
573,97,amb.sal, ,70,48,443,5,7,R,0,0, ,amb.sal,shrub,622540.099999999976717,3849152.600000000093132,98,0
574,98,u3, ,45,49,43,5,7,R,0,0, ,u3,shrub,622541.550000000046566,3849153.149999999906868,99,0
575,99,ephedra, ,147,124,62,5,7,R,0,0, ,ephedra,shrub,622541.599999999976717,3849153.750000000000000,100,0
576,100,tha.mon, ,89,68,30,5,7,R,0,0, ,tha.mon,shrub,622540.199999999953434,3849155.700000000186265,101,0
577,101,cyl.ram, ,18,11,24,5,7,R,0,0, ,cyl.ram,cactus,622540.050000000046566,3849155.950000000186265,102,0
578,102,tha.mon, ,85,58,38,5,7,R,0,0, ,tha.mon,shrub,622541.150000000023283,3849156.399999999906868,103,0
579,103,amb.sal, ,115,104,66,5,7,R,0,0, ,amb.sal,shrub,622542.550000000046566,3849156.149999999906868,104,0
580,104,u3, ,42,48,43,5,7,R,0,0, ,u3,shrub,622544.099999999976717,3849156.250000000000000,105,0
581,105,cyl.ram, ,16,10,30,5,7,R,0,0, ,cyl.ram,cactus,622545.599999999976717,3849154.500000000000000,106,0
582,106,ephedra, ,90,60,60,5,7,R,0,0, ,ephedra,shrub,622546.099999999976717,3849156.450000000186265,107,0
583,107,ephedra, ,125,115,62,5,7,R,0,0, ,ephedra,shrub,622546.599999999976717,3849154.600000000093132,108,0
584,108,u3, ,90,47,32,5,7,R,0,0, ,u3,shrub,622547.300000000046566,3849154.850000000093132,109,0
585,109,u3, ,90,50,57,5,7,R,0,0, ,u3,shrub,622544.650000000023283,3849152.149999999906868,110,0
586,110,lar.tri, ,470,419,208,5,7,R,0,0, ,lar.tri,shrub,622545.250000000000000,3849150.700000000186265,0,0
587,111,u3, ,47,21,46,5,7,R,0,0, ,u3,shrub,622546.650000000023283,3849152.299999999813735,111,0
588,112,u3, ,44,39,43,5,7,R,0,0, ,u3,shrub,622546.150000000023283,3849151.899999999906868,112,0
589,113,tha.mon, ,84,75,42,5,7,R,0,0, ,tha.mon,shrub,622549.550000000046566,3849152.299999999813735,113,0
590,114,cyl.ram, ,123,130,122,5,7,R,0,0, ,cyl.ram,cactus,622547.650000000023283,3849150.350000000093132,114,0
591,115,u3, ,41,26,34,5,7,R,0,0, ,u3,shrub,622548.449999999953434,3849148.700000000186265,115,0
592,116,u3, ,38,30,49,5,7,R,0,0, ,u3,shrub,622548.500000000000000,3849147.049999999813735,116,0
593,117,u3, ,17,40,25,5,7,R,0,0, ,u3,shrub,622547.500000000000000,3849151.200000000186265,117,0
594,118,amb.dum, ,50,36,38,5,7,R,0,0,AMDD?!?,amb.dum,shrub,622547.300000000046566,3849147.100000000093132,118,0
595,119,tha.mon, ,70,68,45,5,7,R,0,0, ,tha.mon,shrub,622546.699999999953434,3849147.399999999906868,119,0
596,120,u3, ,38,31,35,5,7,L,0,0, ,u3,shrub,622552.599999999976717,3849150.250000000000000,120,0
597,121,u3, ,38,39,30,5,7,L,0,0, ,u3,shrub,622551.650000000023283,3849150.600000000093132,121,0
598,122,u3, ,46,32,40,5,7,L,0,0, ,u3,shrub,622550.500000000000000,3849150.049999999813735,122,0
599,123,eri.fas, ,38,36,34,5,7,L,0,0,red stemmed,eri.fas,shrub,622550.150000000023283,3849150.549999999813735,123,0
600,124,cyl.ram, ,10,8,6,5,7,L,0,0, ,cyl.ram,cactus,622551.250000000000000,3849149.500000000000000,124,0
601,125,eri.fas, ,16,34,15,5,7,L,0,0, ,eri.fas,shrub,622551.699999999953434,3849153.950000000186265,125,0
602,126,ephedra, ,194,150,65,5,7,L,0,0, ,ephedra,shrub,622550.250000000000000,3849155.899999999906868,126,0
603,128,u3, ,32,23,35,5,7,L,0,0, ,u3,shrub,622552.199999999953434,3849156.350000000093132,128,0
604,129,u3, ,18,36,30,5,7,L,0,0, ,u3,shrub,622553.550000000046566,3849154.750000000000000,129,0
605,130,tha.mon, ,80,77,42,5,7,L,0,0, ,tha.mon,shrub,622554.849999999976717,3849154.399999999906868,130,0
606,131,lar.tri, ,290,190,235,5,7,L,0,0, ,lar.tri,shrub,622558.050000000046566,3849155.500000000000000,131,0
607,132,lar.tri, ,310,300,185,5,7,L,0,0, ,lar.tri,shrub,622554.849999999976717,3849153.100000000093132,0,0
608,133,cyl.ram, ,108,79,75,5,7,L,0,0, ,cyl.ram,cactus,622557.349999999976717,3849152.950000000186265,132,0
609,134,ephedra, ,98,46,42,5,7,L,0,0, ,ephedra,shrub,622557.300000000046566,3849152.850000000093132,133,0
610,135,u3, ,45,37,38,5,7,L,0,0, ,u3,shrub,622558.550000000046566,3849152.250000000000000,134,0
611,136,u3, ,36,56,42,5,7,L,0,0, ,u3,shrub,622558.949999999953434,3849150.649999999906868,135,0
612,137,u3, ,66,72,56,5,7,L,0,0, ,u3,shrub,622558.500000000000000,3849149.299999999813735,136,0
613,138,u3, ,39,25,36,5,7,L,0,0, ,u3,shrub,622558.900000000023283,3849149.000000000000000,137,0
614,139,u3, ,86,73,46,5,7,L,0,0, ,u3,shrub,622559.400000000023283,3849148.899999999906868,138,0
615,140,ephedra, ,46,56,43,5,7,L,0,0, ,ephedra,shrub,622559.050000000046566,3849148.049999999813735,139,0
616,141,u3, ,15,26,32,5,7,L,0,0, ,u3,shrub,622557.599999999976717,3849148.350000000093132,140,0
617,142,yuc.sch, ,122,119,132,5,7,L,0,0, ,yuc.sch,yucca,622555.300000000046566,3849147.299999999813735,141,0
618,143,ephedra, ,149,137,66,5,7,L,0,0, ,ephedra,shrub,622555.500000000000000,3849147.549999999813735,142,0
619,144,ephedra, ,123,150,47,5,7,L,0,0, ,ephedra,shrub,622555.849999999976717,3849151.000000000000000,143,0
620,145,u3, ,44,30,38,5,7,L,0,0, ,u3,shrub,622555.500000000000000,3849149.799999999813735,144,0
621,146,cyl.ram, ,87,67,68,5,7,L,0,0, ,cyl.ram,cactus,622554.949999999953434,3849150.899999999906868,145,0
622,147,u3, ,18,10,28,5,7,L,0,0,inside dead shrub,u3,shrub,622555.300000000046566,3849148.350000000093132,146,0
623,148,amb.sal, ,69,60,53,5,7,L,0,0, ,amb.sal,shrub,622554.099999999976717,3849149.399999999906868,147,0
624,149,u3, ,63,47,55,5,6,R,0,0, ,u3,shrub,622544.500000000000000,3849157.549999999813735,148,0
625,150,u3, ,41,29,36,5,6,R,0,0, ,u3,shrub,622544.349999999976717,3849159.549999999813735,149,0
626,151,u3, ,90,60,44,5,6,R,0,0, ,u3,shrub,622544.150000000023283,3849158.899999999906868,150,0
627,152,u3, ,65,36,43,5,6,R,0,0, ,u3,shrub,622543.750000000000000,3849159.850000000093132,151,0
628,153,cyl.ech, ,34,23,33,5,6,R,0,0, ,cyl.ech,cactus,622543.750000000000000,3849160.000000000000000,152,0
629,154,u3, ,53,39,33,5,6,R,0,0, ,u3,shrub,622542.150000000023283,3849157.149999999906868,153,0
630,155,u3, ,30,38,45,5,6,R,0,0, ,u3,shrub,622541.849999999976717,3849159.600000000093132,154,0
631,156,u3, ,53,42,43,5,6,R,0,0, ,u3,shrub,622541.150000000023283,3849156.899999999906868,155,0
632,157,u3, ,64,38,36,5,6,R,0,0, ,u3,shrub,622540.699999999953434,3849157.049999999813735,156,0
633,158,u3, ,39,21,31,5,6,R,0,0, ,u3,shrub,622540.099999999976717,3849157.149999999906868,157,0
634,159,lar.tri, ,28,22,23,5,6,R,0,0, ,lar.tri,shrub,622540.349999999976717,3849157.500000000000000,158,0
635,160,cyl.ram, ,38,42,53,5,6,R,0,0, ,cyl.ram,cactus,622540.199999999953434,3849157.899999999906868,159,0
636,161,u3, ,64,32,46,5,6,R,0,0, ,u3,shrub,622540.300000000046566,3849157.750000000000000,160,0
637,162,amb.sal, ,86,53,79,5,6,R,0,0, ,amb.sal,shrub,622540.550000000046566,3849158.549999999813735,161,0
638,163,u3, ,48,34,42,5,6,R,0,0, ,u3,shrub,622540.650000000023283,3849159.299999999813735,162,0
639,164,u3, ,36,30,44,5,6,R,0,0, ,u3,shrub,622541.650000000023283,3849159.450000000186265,163,0
640,165,ephedra, ,40,49,37,5,6,R,0,0, ,ephedra,shrub,622539.699999999953434,3849160.049999999813735,164,0
641,166,yuc.sch, ,170,174,151,5,6,R,0,0, ,yuc.sch,yucca,622541.849999999976717,3849163.000000000000000,165,0
642,167,u3, ,45,42,45,5,6,R,0,0, ,u3,shrub,622540.849999999976717,3849163.700000000186265,166,0
643,168,u3, ,69,41,52,5,6,R,0,0, ,u3,shrub,622540.050000000046566,3849164.399999999906868,167,0
644,169,u3, ,42,48,40,5,6,R,0,0, ,u3,shrub,622542.400000000023283,3849164.049999999813735,168,0
645,170,u3, ,35,30,26,5,6,R,0,0, ,u3,shrub,622543.050000000046566,3849162.700000000186265,169,0
646,171,ephedra, ,132,108,60,5,6,R,0,0, ,ephedra,shrub,622543.349999999976717,3849163.899999999906868,170,0
647,172,lar.tri, ,370,219,225,5,6,R,0,0, ,lar.tri,shrub,622544.500000000000000,3849164.100000000093132,0,0
648,173,lar.tri, ,525,446,196,5,6,R,0,0, ,lar.tri,shrub,622545.250000000000000,3849166.700000000186265,0,0
649,174,u3, ,78,47,39,5,6,R,0,0, ,u3,shrub,622547.500000000000000,3849164.899999999906868,171,0
650,175,u3, ,32,41,34,5,6,R,0,0, ,u3,shrub,622548.150000000023283,3849166.700000000186265,172,0
651,176,u3, ,19,17,23,5,6,R,0,0, ,u3,shrub,622548.449999999953434,3849166.350000000093132,173,0
652,177,ephedra, ,74,83,66,5,6,R,0,0, ,ephedra,shrub,622549.449999999953434,3849166.049999999813735,174,0
653,178,ephedra, ,73,50,41,5,6,R,0,0, ,ephedra,shrub,622547.250000000000000,3849165.149999999906868,175,0
654,179,ephedra, ,61,60,45,5,6,R,0,0, ,ephedra,shrub,622548.000000000000000,3849164.899999999906868,176,0
655,180,u3, ,49,46,47,5,6,R,0,0, ,u3,shrub,622547.550000000046566,3849164.600000000093132,177,0
656,181,u3, ,31,35,40,5,6,R,0,0, ,u3,shrub,622548.699999999953434,3849161.149999999906868,178,0
657,182,u3, ,65,64,38,5,6,R,0,0, ,u3,shrub,622549.199999999953434,3849160.549999999813735,179,0
658,183,u3, ,18,18,17,5,6,R,0,0, ,u3,shrub,622548.849999999976717,3849160.250000000000000,180,0
659,184,amb.sal, ,97,82,67,5,6,R,0,0, ,amb.sal,shrub,622547.550000000046566,3849159.750000000000000,181,0
660,185,u3, ,42,40,46,5,6,R,0,0, ,u3,shrub,622548.099999999976717,3849159.750000000000000,182,0
661,186,u3, ,35,66,48,5,6,R,0,0, ,u3,shrub,622547.900000000023283,3849157.200000000186265,183,0
662,187,ephedra, ,138,128,60,5,6,R,0,0, ,ephedra,shrub,622548.650000000023283,3849157.200000000186265,184,0
663,188,u3, ,48,44,38,5,6,R,0,0, ,u3,shrub,622548.349999999976717,3849158.149999999906868,185,0
664,189,u3, ,46,48,47,5,6,R,0,0, ,u3,shrub,622545.650000000023283,3849160.250000000000000,186,0
665,190,u3, ,80,80,65,5,6,R,0,0, ,u3,shrub,622546.099999999976717,3849160.299999999813735,187,0
666,191,u3, ,45,45,40,5,6,R,0,0, ,u3,shrub,622545.500000000000000,3849158.600000000093132,188,0
667,192,eri.coo, ,80,77,42,5,6,L,0,0,looks like u3 but more dense,eri.coo,shrub,622551.599999999976717,3849156.700000000186265,189,0
668,193,ephedra, ,137,115,75,5,6,L,0,0, ,ephedra,shrub,622553.550000000046566,3849157.799999999813735,190,0
669,194,u3, ,49,40,38,5,6,L,0,0, ,u3,shrub,622552.300000000046566,3849159.299999999813735,191,0
670,195,u3, ,36,18,20,5,6,L,0,0, ,u3,shrub,622549.949999999953434,3849160.149999999906868,192,0
671,196,lar.tri, ,287,194,185,5,6,L,0,0, ,lar.tri,shrub,622551.150000000023283,3849161.549999999813735,0,0
672,197,yuc.sch, ,319,312,240,5,6,L,0,0, ,yuc.sch,yucca,622551.150000000023283,3849163.250000000000000,193,0
673,198,ephedra, ,67,36,30,5,6,L,0,0, ,ephedra,shrub,622551.949999999953434,3849163.950000000186265,194,0
674,199,u3, ,50,49,40,5,6,L,0,0, ,u3,shrub,622551.050000000046566,3849164.700000000186265,195,0
675,200,u3, ,53,31,43,5,6,L,0,0, ,u3,shrub,622549.800000000046566,3849164.899999999906868,196,0
676,201,u3, ,57,35,40,5,6,L,0,0, ,u3,shrub,622550.949999999953434,3849165.299999999813735,197,0
677,202,u3, ,66,27,44,5,6,L,0,0, ,u3,shrub,622549.849999999976717,3849166.350000000093132,198,0
678,203,ephedra, ,134,118,76,5,6,L,0,0, ,ephedra,shrub,622552.400000000023283,3849166.299999999813735,199,0
679,204,tha.mon, ,61,36,59,5,6,L,0,0, ,tha.mon,shrub,622552.699999999953434,3849166.100000000093132,200,0
680,205,u3, ,72,69,46,5,6,L,0,0, ,u3,shrub,622553.099999999976717,3849165.100000000093132,201,0
681,206,lar.tri, ,438,520,258,5,6,L,0,0, ,lar.tri,shrub,622555.599999999976717,3849165.500000000000000,0,0
682,207,amb.sal, ,29,34,47,5,6,L,0,0, ,amb.sal,shrub,622558.400000000023283,3849166.399999999906868,202,0
683,208,u3, ,60,49,47,5,6,L,0,0, ,u3,shrub,622559.099999999976717,3849164.149999999906868,203,0
684,209,amb.sal, ,72,47,53,5,6,L,0,0, ,amb.sal,shrub,622559.199999999953434,3849163.600000000093132,204,0
685,210,u3, ,38,36,27,5,6,L,0,0, ,u3,shrub,622558.500000000000000,3849162.299999999813735,205,0
