FID,FID_,Species,Name,Width,Length,Height,Transect,QN,QL,X,Y,Notes,sp_simp,Type,easting,northing,ID,MapID,buff
542,68,ephedra, ,73,45,44,5,8,L,0,0, ,ephedra,shrub,622559,3849139.05,69,0,0.365
543,69,ephedra, ,79,76,52,5,8,L,0,0, ,ephedra,shrub,622559.4,3849139.45,70,0,0.395
544,70,ephedra, ,123,100,52,5,8,L,0,0, ,ephedra,shrub,622557.65,3849139.85,71,0,0.615
572,99,ephedra, ,147,124,62,5,7,R,0,0, ,ephedra,shrub,622541.6,3849153.75,100,0,0.735
579,106,ephedra, ,90,60,60,5,7,R,0,0, ,ephedra,shrub,622546.1,3849156.45,107,0,0.45
580,107,ephedra, ,125,115,62,5,7,R,0,0, ,ephedra,shrub,622546.6,3849154.6,108,0,0.625
599,126,ephedra, ,194,150,65,5,7,L,0,0, ,ephedra,shrub,622550.25,3849155.9,126,0,0.97
606,134,ephedra, ,98,46,42,5,7,L,0,0, ,ephedra,shrub,622557.3,3849152.85,133,0,0.49
612,140,ephedra, ,46,56,43,5,7,L,0,0, ,ephedra,shrub,622559.05,3849148.05,139,0,0.23
615,143,ephedra, ,149,137,66,5,7,L,0,0, ,ephedra,shrub,622555.5,3849147.55,142,0,0.745
616,144,ephedra, ,123,150,47,5,7,L,0,0, ,ephedra,shrub,622555.85,3849151,143,0,0.615
637,165,ephedra, ,40,49,37,5,6,R,0,0, ,ephedra,shrub,622539.7,3849160.05,164,0,0.2
643,171,ephedra, ,132,108,60,5,6,R,0,0, ,ephedra,shrub,622543.35,3849163.9,170,0,0.66
649,177,ephedra, ,74,83,66,5,6,R,0,0, ,ephedra,shrub,622549.45,3849166.05,174,0,0.37
650,178,ephedra, ,73,50,41,5,6,R,0,0, ,ephedra,shrub,622547.25,3849165.15,175,0,0.365
651,179,ephedra, ,61,60,45,5,6,R,0,0, ,ephedra,shrub,622548,3849164.9,176,0,0.305
659,187,ephedra, ,138,128,60,5,6,R,0,0, ,ephedra,shrub,622548.65,3849157.2,184,0,0.69
665,193,ephedra, ,137,115,75,5,6,L,0,0, ,ephedra,shrub,622553.55,3849157.8,190,0,0.685
670,198,ephedra, ,67,36,30,5,6,L,0,0, ,ephedra,shrub,622551.95,3849163.95,194,0,0.335
675,203,ephedra, ,134,118,76,5,6,L,0,0, ,ephedra,shrub,622552.4,3849166.3,199,0,0.67
700,228,ephedra, ,117,107,55,5,5,R,0,0, ,ephedra,shrub,622542.4,3849171.05,223,0,0.585
702,230,ephedra, ,144,105,70,5,5,R,0,0, ,ephedra,shrub,622545.4,3849171.85,225,0,0.72
708,236,ephedra, ,82,66,61,5,5,R,0,0, ,ephedra,shrub,622542.85,3849175.1,231,0,0.41
709,237,ephedra, ,74,45,58,5,5,R,0,0, ,ephedra,shrub,622542.95,3849175.7,232,0,0.37
711,239,ephedra, ,136,115,56,5,5,R,0,0, ,ephedra,shrub,622548.85,3849170.4,234,0,0.68
716,244,ephedra, ,77,62,53,5,5,L,0,0, ,ephedra,shrub,622554.2,3849168.2,238,0,0.385
724,251,ephedra, ,77,59,62,5,5,L,0,0, ,ephedra,shrub,622550.9,3849167.05,245,0,0.385
727,254,ephedra, ,106,82,60,5,5,L,0,0, ,ephedra,shrub,622551.45,3849168.9,248,0,0.53
732,258,ephedra, ,50,73,48,5,5,L,0,0, ,ephedra,shrub,622552.1,3849173.1,251,0,0.25
736,262,ephedra, ,124,88,57,5,5,L,0,0, ,ephedra,shrub,622550.65,3849176.2,255,0,0.62
746,272,ephedra, ,104,60,50,5,5,L,0,0, ,ephedra,shrub,622559.1,3849175.85,265,0,0.52
748,274,ephedra, ,112,70,60,5,5,L,0,0, ,ephedra,shrub,622556.45,3849173.2,267,0,0.56
750,276,ephedra, ,107,92,60,5,5,L,0,0, ,ephedra,shrub,622556.75,3849171.45,269,0,0.535
751,277,ephedra, ,112,60,56,5,5,L,0,0, ,ephedra,shrub,622557.45,3849170.8,270,0,0.56
761,287,ephedra, ,109,100,58,5,5,L,0,0, ,ephedra,shrub,622556.25,3849170.15,280,0,0.545
765,291,ephedra, ,96,89,45,5,4,R,0,0, ,ephedra,shrub,622539.9,3849179.1,284,0,0.48
768,295,ephedra, ,85,80,57,5,4,R,0,0, ,ephedra,shrub,622541.65,3849185.95,288,0,0.425
782,310,ephedra, ,122,98,50,5,4,L,0,0, ,ephedra,shrub,622551.2,3849179.35,301,0,0.61
804,331,ephedra, ,89,50,46,5,4,L,0,0, ,ephedra,shrub,622559.55,3849182.65,321,0,0.445
805,332,ephedra, ,131,90,53,5,4,L,0,0, ,ephedra,shrub,622559.55,3849181.6,322,0,0.655
817,344,ephedra, ,155,156,68,5,4,L,0,0, ,ephedra,shrub,622555.15,3849178.65,334,0,0.775
819,346,ephedra, ,105,79,45,5,4,L,0,0, ,ephedra,shrub,622555.1,3849179.75,336,0,0.525
820,347,ephedra, ,81,77,50,5,4,L,0,0, ,ephedra,shrub,622555.85,3849180.05,337,0,0.405
828,355,ephedra, ,52,36,41,5,3,R,0,0, ,ephedra,shrub,622539.55,3849188.8,345,0,0.26
837,364,ephedra, ,120,144,49,5,3,R,0,0, ,ephedra,shrub,622544.2,3849191.1,354,0,0.6
847,374,ephedra, ,67,43,42,5,3,R,0,0, ,ephedra,shrub,622544.55,3849194.75,364,0,0.335
855,382,ephedra, ,87,55,60,5,3,R,0,0, ,ephedra,shrub,622546.95,3849190.3,371,0,0.435
861,388,ephedra, ,43,36,52,5,3,R,0,0, ,ephedra,shrub,622547.05,3849187.2,376,0,0.215
862,389,ephedra, ,117,74,75,5,3,R,0,0, ,ephedra,shrub,622546.65,3849187.75,377,0,0.585
868,395,ephedra, ,57,51,50,5,3,L,0,0, ,ephedra,shrub,622552.7,3849187.05,383,0,0.285
885,411,ephedra, ,17,17,38,5,3,L,0,0, ,ephedra,shrub,622558.9,3849188.8,398,0,0.085
890,416,ephedra, ,155,153,60,5,3,L,0,0,ring,ephedra,shrub,622553.9,3849189.75,403,0,0.775
895,421,ephedra, ,108,76,77,5,2,R,0,0, ,ephedra,shrub,622542.6,3849201.4,408,0,0.54
896,422,ephedra, ,90,59,46,5,2,R,0,0, ,ephedra,shrub,622543.65,3849201.65,409,0,0.45
907,433,ephedra, ,39,37,19,5,2,R,0,0, ,ephedra,shrub,622549.15,3849206.65,419,0,0.195
914,439,ephedra, ,97,80,56,5,2,R,0,0, ,ephedra,shrub,622548.05,3849202.85,425,0,0.485
921,445,ephedra, ,70,40,48,5,2,L,0,0, ,ephedra,shrub,622553,3849200.85,428,0,0.35
923,447,ephedra, ,165,127,89,5,2,L,0,0, ,ephedra,shrub,622550.65,3849202.5,430,0,0.825
924,0,ephedra, ,26,20,21,5,0, ,0,0, ,ephedra,shrub,622550.65,3849201.05,0,0,0.13
925,448,ephedra, ,104,72,48,5,2,L,0,0, ,ephedra,shrub,622553.05,3849204.8,431,0,0.52
932,456,ephedra, ,80,60,80,5,1,R,0,0, ,ephedra,shrub,622542.35,3849208.35,436,0,0.4
933,457,ephedra, ,54,50,59,5,1,R,0,0, ,ephedra,shrub,622540.95,3849208.8,437,0,0.27
961,485,ephedra, ,69,40,50,5,1,R,0,0, ,ephedra,shrub,622546.1802,3849214.702,465,0,0.345
963,487,ephedra, ,154,112,61,5,1,R,0,0, ,ephedra,shrub,622548.75,3849215.85,467,0,0.77
989,513,ephedra, ,40,35,50,5,1,L,0,0, ,ephedra,shrub,622551.1,3849214.8,494,0,0.2
990,514,ephedra, ,55,44,54,5,1,L,0,0, ,ephedra,shrub,622551.1,3849215.4,495,0,0.275
1004,528,ephedra, ,112,78,56,5,1,L,0,0, ,ephedra,shrub,622555.15,3849214,509,0,0.56
1007,531,ephedra, ,165,159,60,5,1,L,0,0, ,ephedra,shrub,622558.45,3849212.9,512,0,0.825
1013,537,ephedra, ,20,28,36,5,1,L,0,0, ,ephedra,shrub,622557.7,3849210.65,518,0,0.1
1017,541,ephedra, ,85,46,35,5,1,L,0,0, ,ephedra,shrub,622555.35,3849208.85,522,0,0.425
1018,542,ephedra, ,54,45,44,5,1,L,0,0, ,ephedra,shrub,622555.95,3849210.5,523,0,0.27
1020,544,ephedra, ,76,86,45,5,1,L,0,0, ,ephedra,shrub,622555.7929,3849210.956,525,0,0.38
1036,0,ephedra, ,104,75,66,5,0, ,0,0, ,ephedra,shrub,622540.3414,3849186.783,0,0,0.52
1044,4,ephedra, ,40,41,28,4,8,R,0,0, ,ephedra,shrub,622473.744,3849248.502,0,5,0.2
1046,6,ephedra, ,108,94,80,4,8,R,0,0, ,ephedra,shrub,622471.744,3849250.152,0,7,0.54
1053,12,ephedra, ,110,95,50,4,8,R,0,0, ,ephedra,shrub,622473.744,3849252.902,0,13,0.55
1067,26,ephedra, ,65,58,42,4,8,R,0,0, ,ephedra,shrub,622478.994,3849252.002,0,27,0.325
1076,35,ephedra, ,93,64,48,4,8,R,0,0, ,ephedra,shrub,622476.444,3849247.002,0,36,0.465
1077,36,ephedra, ,103,69,46,4,8,R,0,0, ,ephedra,shrub,622475.594,3849248.002,0,37,0.515
1078,37,ephedra, ,70,70,45,4,8,R,0,0, ,ephedra,shrub,622475.044,3849247.802,0,38,0.35
1083,43,ephedra, ,125,99,50,4,8,L,0,0, ,ephedra,shrub,622483.323,3849246.822,0,44,0.625
1084,44,ephedra, ,82,92,56,4,8,L,0,0, ,ephedra,shrub,622481.694,3849246.512,0,45,0.41
1095,54,ephedra, ,120,95,78,4,8,L,0,0, ,ephedra,shrub,622481.294,3849252.602,0,55,0.6
1097,56,ephedra, ,92,87,62,4,8,L,0,0, ,ephedra,shrub,622483.694,3849253.602,0,57,0.46
1108,67,ephedra, ,132,98,60,4,8,L,0,0, ,ephedra,shrub,622489.144,3849252.002,0,68,0.66
1113,72,ephedra, ,55,53,48,4,8,L,0,0, ,ephedra,shrub,622490.094,3849249.852,0,73,0.275
1130,87,ephedra, ,39,35,45,4,8,L,0,0, ,ephedra,shrub,622486.094,3849244.752,0,88,0.195
1131,88,ephedra, ,42,38,48,4,8,L,0,0, ,ephedra,shrub,622485.894,3849245.002,0,89,0.21
1133,91,ephedra, ,103,95,40,4,8,L,0,0, ,ephedra,shrub,622487.315,3849249.387,0,92,0.515
1137,96,ephedra, ,87,66,51,4,7,R,0,0, ,ephedra,shrub,622474.194,3849255.452,0,97,0.435
1139,98,ephedra, ,97,62,39,4,7,R,0,0, ,ephedra,shrub,622474.694,3849257.452,0,99,0.485
1163,120,ephedra, ,107,75,46,4,7,R,0,0, ,ephedra,shrub,622480.194,3849262.352,0,121,0.535
1166,123,ephedra, ,92,104,50,4,7,R,0,0, ,ephedra,shrub,622480.1936,3849260.805,0,124,0.46
1169,125,ephedra, ,97,85,65,4,7,R,0,0, ,ephedra,shrub,622477.194,3849258.052,0,126,0.485
1182,139,ephedra, ,82,80,54,4,7,R,0,0, ,ephedra,shrub,622475.344,3849257.652,0,140,0.41
1186,143,ephedra, ,145,138,59,4,7,L,0,0, ,ephedra,shrub,622483.794,3849254.752,0,144,0.725
1187,144,ephedra, ,116,93,47,4,7,L,0,0, ,ephedra,shrub,622482.894,3849256.602,0,145,0.58
1196,153,ephedra, ,115,87,47,4,7,L,0,0, ,ephedra,shrub,622485.444,3849261.402,0,154,0.575
1202,160,ephedra, ,100,139,79,4,7,L,0,0, ,ephedra,shrub,622484.394,3849258.502,0,161,0.5
1204,162,ephedra, ,160,163,82,4,7,L,0,0, ,ephedra,shrub,622487.694,3849258.352,0,163,0.8
1210,167,ephedra, ,84,72,36,4,7,L,0,0, ,ephedra,shrub,622487.894,3849255.702,0,168,0.42
1231,188,ephedra, ,113,70,60,4,6,R,0,0, ,ephedra,shrub,622471.594,3849267.852,0,189,0.565
1232,189,ephedra, ,86,66,51,4,6,R,0,0, ,ephedra,shrub,622472.194,3849268.902,0,190,0.43
1238,196,ephedra, ,27,27,36,4,6,R,0,0, ,ephedra,shrub,622475.344,3849273.702,0,197,0.135
1239,197,ephedra, ,75,74,53,4,6,R,0,0, ,ephedra,shrub,622475.594,3849273.402,0,198,0.375
1245,203,ephedra, ,150,107,60,4,6,R,0,0, ,ephedra,shrub,622476.694,3849269.752,0,204,0.75
1268,222,ephedra, ,130,106,70,4,6,L,0,0, ,ephedra,shrub,622481.794,3849270.552,0,223,0.65
1281,0,ephedra, ,65,40,52,4,0, ,0,0, ,ephedra,shrub,622487.994,3849264.002,0,0,0.325
1291,244,ephedra, ,125,95,85,4,5,R,0,0, ,ephedra,shrub,622479.444,3849282.302,0,245,0.625
1311,264,ephedra, ,135,124,70,4,5,L,0,0, ,ephedra,shrub,622484.544,3849283.552,0,265,0.675
1313,266,ephedra, ,56,48,42,4,5,L,0,0, ,ephedra,shrub,622486.494,3849282.002,0,267,0.28
1325,278,ephedra, ,103,46,53,4,5,L,0,0, ,ephedra,shrub,622487.194,3849279.402,0,279,0.515
1326,279,ephedra, ,57,24,48,4,5,L,0,0, ,ephedra,shrub,622487.494,3849279.752,0,280,0.285
1327,280,ephedra, ,102,79,57,4,5,L,0,0, ,ephedra,shrub,622487.694,3849279.752,0,281,0.51
1333,286,ephedra, ,82,62,33,4,4,R,0,0, ,ephedra,shrub,622472.194,3849289.152,0,287,0.41
1335,288,ephedra, ,87,38,53,4,4,R,0,0, ,ephedra,shrub,622472.344,3849290.552,0,289,0.435
1336,289,ephedra, ,94,73,55,4,4,R,0,0, ,ephedra,shrub,622471.644,3849290.552,0,290,0.47
1362,0,ephedra, ,89,79,76,4,0, ,0,0, ,ephedra,shrub,622478.994,3849287.102,0,0,0.445
1363,315,ephedra, ,75,75,55,4,4,R,0,0, ,ephedra,shrub,622474.044,3849287.252,0,316,0.375
1420,372,ephedra, ,75,85,60,4,3,R,0,0, ,ephedra,shrub,622474.994,3849298.402,0,373,0.375
1421,373,ephedra, ,78,83,52,4,3,R,0,0, ,ephedra,shrub,622473.994,3849298.702,0,374,0.39
1423,375,ephedra, ,56,43,49,4,3,R,0,0, ,ephedra,shrub,622472.244,3849303.902,0,376,0.28
1424,376,ephedra, ,90,67,44,4,3,R,0,0, ,ephedra,shrub,622472.844,3849302.052,0,377,0.45
1425,377,ephedra, ,62,40,35,4,3,R,0,0, ,ephedra,shrub,622473.194,3849302.402,0,378,0.31
1440,392,ephedra, ,114,127,69,4,3,R,0,0, ,ephedra,shrub,622478.594,3849301.502,0,393,0.57
1446,398,ephedra, ,94,61,56,4,3,R,0,0, ,ephedra,shrub,622478.044,3849298.302,0,399,0.47
1471,423,ephedra, ,123,116,60,4,3,L,0,0, ,ephedra,shrub,622482.194,3849303.702,0,424,0.615
1513,469,ephedra, ,89,80,52,4,2,R,0,0, ,ephedra,shrub,622471.294,3849311.802,0,470,0.445
1514,470,ephedra, ,61,46,39,4,2,R,0,0, ,ephedra,shrub,622471.294,3849312.352,0,471,0.305
1520,476,ephedra, ,90,50,50,4,2,R,0,0, ,ephedra,shrub,622473.894,3849314.652,0,477,0.45
1525,481,ephedra, ,49,43,30,4,2,R,0,0, ,ephedra,shrub,622474.244,3849314.002,0,482,0.245
1537,493,ephedra, ,46,26,42,4,2,R,0,0, ,ephedra,shrub,622476.244,3849312.002,0,494,0.23
1539,495,ephedra, ,132,85,59,4,2,R,0,0, ,ephedra,shrub,622477.6837,3849310.426,0,496,0.66
1540,496,ephedra, ,90,62,43,4,2,R,0,0, ,ephedra,shrub,622479.244,3849310.502,0,497,0.45
1544,500,ephedra, ,59,52,31,4,2,R,0,0, ,ephedra,shrub,622478.1337,3849307.776,0,501,0.295
1548,504,ephedra, ,80,70,46,4,2,R,0,0, ,ephedra,shrub,622475.944,3849306.202,0,505,0.4
1554,510,ephedra, ,79,53,47,4,2,R,0,0, ,ephedra,shrub,622476.6837,3849308.576,0,511,0.395
1589,545,ephedra, ,130,73,62,4,2,L,0,0, ,ephedra,shrub,622489.694,3849315.102,0,546,0.65
1603,559,ephedra, ,127,118,76,4,2,L,0,0, ,ephedra,shrub,622487.044,3849307.552,0,560,0.635
1615,574,ephedra, ,167,125,85,4,1,R,0,0, ,ephedra,shrub,622471.644,3849317.052,0,575,0.835
1616,575,ephedra, ,117,98,76,4,1,R,0,0, ,ephedra,shrub,622471.694,3849318.052,0,576,0.585
1624,583,ephedra, ,183,138,100,4,1,R,0,0, ,ephedra,shrub,622473.244,3849322.352,0,584,0.915
1635,594,ephedra, ,71,43,54,4,1,R,0,0, ,ephedra,shrub,622476.544,3849325.552,0,595,0.355
1645,604,ephedra, ,117,125,73,4,1,R,0,0, ,ephedra,shrub,622478.894,3849322.802,0,605,0.585
1648,607,ephedra, ,104,107,66,4,1,R,0,0, ,ephedra,shrub,622476.094,3849320.702,0,608,0.52
1661,621,ephedra, ,12,7,20,4,1,R,0,0, ,ephedra,shrub,622476.794,3849316.152,0,622,0.06
1662,622,ephedra, ,19,14,40,4,1,R,0,0, ,ephedra,shrub,622476.744,3849316.352,0,623,0.095
1664,624,ephedra, ,52,47,42,4,1,R,0,0, ,ephedra,shrub,622476.344,3849316.052,0,625,0.26
1669,629,ephedra, ,140,105,96,4,1,L,0,0, ,ephedra,shrub,622483.694,3849316.602,0,630,0.7
1681,640,ephedra, ,59,40,42,4,1,L,0,0, ,ephedra,shrub,622484.544,3849320.752,0,641,0.295
1692,651,ephedra, ,164,140,80,4,1,L,0,0, ,ephedra,shrub,622484.894,3849322.352,0,652,0.82
1693,652,ephedra, ,35,20,21,4,1,L,0,0, ,ephedra,shrub,622482.944,3849325.552,0,653,0.175
1713,673,ephedra, ,45,31,26,4,1,L,0,0, ,ephedra,shrub,622488.644,3849317.202,0,674,0.225
1717,677,ephedra, ,55,46,33,4,1,L,0,0, ,ephedra,shrub,622486.744,3849317.052,0,678,0.275
327,330,eri.coo, ,40,28,25,6,3,R,820,580,"looks like u3, dense, sticky fragrant",eri.coo,shrub,622563.577,3849113.792,0,0,0.2
502,28,eri.coo, ,50,32,50,5,8,R,0,0,looks like u3 but more dense,eri.coo,shrub,622548.25,3849141.3,29,0,0.25
664,192,eri.coo, ,80,77,42,5,6,L,0,0,looks like u3 but more dense,eri.coo,shrub,622551.6,3849156.7,189,0,0.4
705,233,eri.coo, ,43,54,35,5,5,R,0,0, ,eri.coo,shrub,622540.4,3849171.7,228,0,0.215
747,273,eri.coo, ,36,30,28,5,5,L,0,0, ,dense.u3,shrub,622559.25,3849175.4,266,0,0.18
1042,2,eri.coo, ,20,34,18,4,8,R,0,0, ,eri.coo,shrub,622474.294,3849246.552,0,3,0.1
1043,3,eri.coo, ,53,40,32,4,8,R,0,0, ,eri.coo,shrub,622474.294,3849248.402,0,4,0.265
1055,14,eri.coo, ,73,65,45,4,8,R,0,0, ,eri.coo,shrub,622474.8564,3849249.518,0,15,0.365
1064,23,eri.coo, ,28,26,30,4,8,R,0,0, ,eri.coo,shrub,622478.394,3849252.202,0,24,0.14
1066,25,eri.coo, ,55,35,40,4,8,R,0,0, ,eri.coo,shrub,622478.744,3849251.752,0,26,0.275
4,4,eri.fas, ,30,23,24,6,8,R,89,113, ,eri.fas,shrub,622556.2035,3849062.329,0,0,0.15
5,5,eri.fas, ,21,20,16,6,8,R,354,117, ,eri.fas,shrub,622558.8535,3849062.369,0,0,0.105
7,7,eri.fas, ,43,28,39,6,8,R,53,474, ,eri.fas,shrub,622555.8435,3849065.939,0,0,0.215
10,10,eri.fas, ,16,18,14,6,8,R,230,474, ,eri.fas,shrub,622557.6135,3849065.939,0,0,0.08
16,16,eri.fas, ,40,63,29,6,8,R,30,768, ,eri.fas,shrub,622555.6135,3849068.879,0,0,0.2
25,25,eri.fas, ,18,15,19,6,8,R,751,685, ,eri.fas,shrub,622562.8235,3849068.049,0,0,0.09
30,30,eri.fas, ,33,27,31,6,8,R,690,330, ,eri.fas,shrub,622562.2135,3849064.499,0,0,0.165
32,32,eri.fas, ,29,15,23,6,8,R,934,218, ,eri.fas,shrub,622564.6535,3849063.379,0,0,0.145
33,33,eri.fas, ,24,38,18,6,8,R,955,196, ,eri.fas,shrub,622564.8635,3849063.159,0,0,0.12
62,63,eri.fas, ,78,86,46,6,7,R,255,30, ,eri.fas,shrub,622557.8635,3849071.499,0,0,0.39
126,127,eri.fas, ,15,21,20,6,7,L,990,600, ,eri.fas,shrub,622575.2135,3849077.199,0,0,0.075
174,176,eri.fas, ,34,24,36,6,6,L,680,970, ,eri.fas,shrub,622572.1135,3849090.899,0,0,0.17
182,184,eri.fas, ,18,18,20,6,6,L,755,655, ,eri.fas,shrub,622572.8635,3849087.749,0,0,0.09
191,192,eri.fas, ,95,46,49,6,6,L,565,135, ,eri.fas,shrub,622570.9635,3849082.549,0,0,0.475
193,194,eri.fas, ,25,22,45,6,6,L,435,285, ,eri.fas,shrub,622569.6635,3849084.049,0,0,0.125
195,196,eri.fas, ,26,28,26,6,5,R,265,235, ,eri.fas,shrub,622557.9635,3849093.549,0,0,0.13
196,197,eri.fas, ,30,33,28,6,5,R,140,130, ,eri.fas,shrub,622556.7135,3849092.499,0,0,0.15
201,202,eri.fas, ,67,65,50,6,5,R,95,905, ,eri.fas,shrub,622556.327,3849097.042,0,0,0.335
206,207,eri.fas, ,12,10,25,6,5,R,925,260, ,eri.fas,shrub,622564.5635,3849093.799,0,0,0.06
216,217,eri.fas, ,19,20,40,6,5,L,240,900, ,eri.fas,shrub,622567.777,3849096.992,0,0,0.095
221,222,eri.fas, ,10,7,8,6,5,L,515,780,sample,eri.fas,shrub,622570.527,3849095.792,0,0,0.05
234,235,eri.fas, ,47,79,30,6,5,L,840,25, ,eri.fas,shrub,622573.7135,3849091.449,0,0,0.235
238,239,eri.fas, ,20,18,16,6,5,L,460,170, ,eri.fas,shrub,622569.9135,3849092.899,0,0,0.1
242,243,eri.fas, ,77,72,41,6,4,R,130,530, ,eri.fas,shrub,622556.677,3849103.292,0,0,0.385
244,245,eri.fas, ,23,18,25,6,4,R,95,785, ,eri.fas,shrub,622556.327,3849105.842,0,0,0.115
245,246,eri.fas, ,66,47,50,6,4,R,255,840, ,eri.fas,shrub,622557.927,3849106.392,0,0,0.33
261,0,eri.fas, ,18,17,18,6,0, ,0,0, ,eri.fas,shrub,622562.077,3849100.092,0,0,0.09
265,265,eri.fas, ,14,20,38,6,4,L,145,290,inside turp,eri.fas,shrub,622566.827,3849100.892,0,0,0.07
266,267,eri.fas, ,57,37,30,6,4,L,250,440, ,eri.fas,shrub,622570.327,3849102.392,0,0,0.285
267,268,eri.fas, ,46,27,41,6,4,L,175,570, ,eri.fas,shrub,622567.127,3849103.692,0,0,0.23
284,287,eri.fas, ,70,48,25,6,4,L,340,155, ,eri.fas,shrub,622568.777,3849099.542,0,0,0.35
287,290,eri.fas, ,40,50,46,6,4,L,430,215, ,eri.fas,shrub,622569.677,3849100.142,0,0,0.2
313,316,eri.fas, ,17,18,25,6,3,R,120,630, ,eri.fas,shrub,622556.5902,3849115.046,0,0,0.085
354,357,eri.fas, ,32,45,43,6,2,R,190,735, ,eri.fas,shrub,622557.277,3849126.942,0,0,0.16
363,366,eri.fas, ,37,58,40,6,2,R,410,445, ,eri.fas,shrub,622559.477,3849124.042,0,0,0.185
369,372,eri.fas, ,51,51,41,6,2,R,560,895, ,eri.fas,shrub,622560.977,3849128.542,0,0,0.255
403,409,eri.fas, ,34,25,30,6,2,L,630,55, ,eri.fas,shrub,622571.677,3849120.142,0,0,0.17
404,410,eri.fas, ,36,28,40,6,2,L,595,75, ,eri.fas,shrub,622571.327,3849120.342,0,0,0.18
405,411,eri.fas, ,27,30,16,6,2,L,535,25, ,eri.fas,shrub,622570.727,3849119.842,0,0,0.135
406,412,eri.fas, ,27,19,19,6,2,L,500,120, ,eri.fas,shrub,622570.377,3849120.792,0,0,0.135
411,417,eri.fas, ,56,67,36,6,1,R,70,470, ,eri.fas,shrub,622556.077,3849134.292,0,0,0.28
413,419,eri.fas, ,30,30,30,6,1,R,200,460, ,eri.fas,shrub,622557.377,3849134.192,0,0,0.15
414,420,eri.fas, ,15,15,16,6,1,R,95,550, ,eri.fas,shrub,622556.327,3849135.092,0,0,0.075
415,421,eri.fas, ,20,20,14,6,1,R,45,715, ,eri.fas,shrub,622555.827,3849136.742,0,0,0.1
437,0,eri.fas, ,47,35,32,5,0, ,0,0, ,eri.fas,shrub,622559.427,3849135.542,0,0,0.235
438,443,eri.fas, ,100,90,40,6,1,R,370,250, ,eri.fas,shrub,622559.077,3849132.092,0,0,0.5
440,445,eri.fas, ,30,29,26,6,1,L,395,200, ,eri.fas,shrub,622569.327,3849131.592,0,0,0.15
443,448,eri.fas, ,45,30,35,6,1,L,120,835, ,eri.fas,shrub,622566.577,3849137.942,0,0,0.225
453,458,eri.fas, ,36,44,35,6,1,L,565,625, ,eri.fas,shrub,622571.027,3849135.842,0,0,0.18
467,0,eri.fas, ,17,15,15,6,0, ,0,0, ,eri.fas,shrub,622570.0313,3849119.221,0,0,0.085
471,0,eri.fas, ,43,24,40,5,0, ,0,0, ,eri.fas,shrub,622557.271,3849136.955,0,0,0.215
473,0,eri.fas, ,12,12,16,6,0, ,0,0, ,eri.fas,shrub,622566.469,3849092.616,0,0,0.06
515,42,eri.fas, ,57,38,32,5,8,L,0,0, ,eri.fas,shrub,622553.25,3849139.9,43,0,0.285
596,123,eri.fas, ,38,36,34,5,7,L,0,0,red stemmed,eri.fas,shrub,622550.15,3849150.55,123,0,0.19
598,125,eri.fas, ,16,34,15,5,7,L,0,0, ,eri.fas,shrub,622551.7,3849153.95,125,0,0.08
996,520,eri.fas, ,27,14,45,5,1,L,0,0, ,eri.fas,shrub,622554.55,3849216.55,501,0,0.135
466,0,kra.ere, ,145,85,32,6,0, ,0,0, ,kar.ere,shrub,622569.547,3849122.026,0,0,0.725
0,0,lar.tri,L142,375, ,206,6,0, ,0,0, ,lar.tri,shrub,622572.2904,3849111.924,0,0,1.875
22,22,lar.tri, ,245,210,192,6,8,R,498,844, ,lar.tri,shrub,622560.2935,3849069.639,0,0,1.225
24,24,lar.tri, ,204,191,151,6,8,R,570,665, ,lar.tri,shrub,622561.0135,3849067.849,0,0,1.02
28,28,lar.tri, ,147,230,157,6,8,R,497,372, ,lar.tri,shrub,622560.2835,3849064.919,0,0,0.735
35,35,lar.tri, ,354,309,183,6,8,L,265,109, ,lar.tri,shrub,622567.9635,3849062.289,0,0,1.77
42,42,lar.tri, ,290,295,180,6,8,L,55,505, ,lar.tri,shrub,622565.8635,3849066.249,0,0,1.45
43,44,lar.tri, ,153,203,110,6,8,L,40,865, ,lar.tri,shrub,622565.3135,3849069.845,0,0,0.765
50,51,lar.tri, ,320,363,264,6,8,L,960,905, ,lar.tri,shrub,622574.9135,3849070.249,0,0,1.6
53,54,lar.tri, ,241,271,243,6,8,L,770,330, ,lar.tri,shrub,622573.0135,3849064.499,0,0,1.205
83,85,lar.tri, ,460,366,160,6,7,R,775,715, ,lar.tri,shrub,622563.0635,3849078.349,0,0,2.3
84,86,lar.tri, ,284,243,234,6,7,R,860,370, ,lar.tri,shrub,622563.9135,3849074.899,0,0,1.42
91,93,lar.tri, ,75,95,55,6,7,R,400,290, ,lar.tri,shrub,622559.3135,3849074.099,0,0,0.375
95,97,lar.tri, ,15,12,20,6,7,R,210,280, ,lar.tri,shrub,622557.4135,3849073.999,0,0,0.075
107,109,lar.tri, ,308,339,193,6,7,L,355,680, ,lar.tri,shrub,622567.0635,3849078.899,0,0,1.54
116,0,lar.tri, ,363,345,230,6,0, ,0,0, ,lar.tri,shrub,622569.2635,3849073.349,0,0,1.8150001
123,125,lar.tri, ,240,215,216,6,7,L,840,510, ,lar.tri,shrub,622573.7135,3849076.299,0,0,1.2
136,138,lar.tri, ,254,310,193,6,6,R,50,280, ,lar.tri,shrub,622555.8135,3849083.999,0,0,1.27
